Time,2ND STORY_A VAV:DesPer 1:Des Heat Mass Flow [kg/s],2ND STORY_A VAV:DesPer 1:Des Heat Cap [W],2ND STORY_A VAV:DesPer 1:Des Cool Mass Flow [kg/s],2ND STORY_A VAV:DesPer 1:Des Sens Cool Cap [W],2ND STORY_A VAV:DesPer 1:Des Tot Cool Cap [W],2ND STORY_A VAV:DesPer 2:Des Heat Mass Flow [kg/s],2ND STORY_A VAV:DesPer 2:Des Heat Cap [W],2ND STORY_A VAV:DesPer 2:Des Cool Mass Flow [kg/s],2ND STORY_A VAV:DesPer 2:Des Sens Cool Cap [W],2ND STORY_A VAV:DesPer 2:Des Tot Cool Cap [W],3RD STOREY VAV:DesPer 1:Des Heat Mass Flow [kg/s],3RD STOREY VAV:DesPer 1:Des Heat Cap [W],3RD STOREY VAV:DesPer 1:Des Cool Mass Flow [kg/s],3RD STOREY VAV:DesPer 1:Des Sens Cool Cap [W],3RD STOREY VAV:DesPer 1:Des Tot Cool Cap [W],3RD STOREY VAV:DesPer 2:Des Heat Mass Flow [kg/s],3RD STOREY VAV:DesPer 2:Des Heat Cap [W],3RD STOREY VAV:DesPer 2:Des Cool Mass Flow [kg/s],3RD STOREY VAV:DesPer 2:Des Sens Cool Cap [W],3RD STOREY VAV:DesPer 2:Des Tot Cool Cap [W],3RD STORY_A VAV:DesPer 1:Des Heat Mass Flow [kg/s],3RD STORY_A VAV:DesPer 1:Des Heat Cap [W],3RD STORY_A VAV:DesPer 1:Des Cool Mass Flow [kg/s],3RD STORY_A VAV:DesPer 1:Des Sens Cool Cap [W],3RD STORY_A VAV:DesPer 1:Des Tot Cool Cap [W],3RD STORY_A VAV:DesPer 2:Des Heat Mass Flow [kg/s],3RD STORY_A VAV:DesPer 2:Des Heat Cap [W],3RD STORY_A VAV:DesPer 2:Des Cool Mass Flow [kg/s],3RD STORY_A VAV:DesPer 2:Des Sens Cool Cap [W],3RD STORY_A VAV:DesPer 2:Des Tot Cool Cap [W],2ND STOREY VAV:DesPer 1:Des Heat Mass Flow [kg/s],2ND STOREY VAV:DesPer 1:Des Heat Cap [W],2ND STOREY VAV:DesPer 1:Des Cool Mass Flow [kg/s],2ND STOREY VAV:DesPer 1:Des Sens Cool Cap [W],2ND STOREY VAV:DesPer 1:Des Tot Cool Cap [W],2ND STOREY VAV:DesPer 2:Des Heat Mass Flow [kg/s],2ND STOREY VAV:DesPer 2:Des Heat Cap [W],2ND STOREY VAV:DesPer 2:Des Cool Mass Flow [kg/s],2ND STOREY VAV:DesPer 2:Des Sens Cool Cap [W],2ND STOREY VAV:DesPer 2:Des Tot Cool Cap [W],LOWER 1ST STOREY VAV:DesPer 1:Des Heat Mass Flow [kg/s],LOWER 1ST STOREY VAV:DesPer 1:Des Heat Cap [W],LOWER 1ST STOREY VAV:DesPer 1:Des Cool Mass Flow [kg/s],LOWER 1ST STOREY VAV:DesPer 1:Des Sens Cool Cap [W],LOWER 1ST STOREY VAV:DesPer 1:Des Tot Cool Cap [W],LOWER 1ST STOREY VAV:DesPer 2:Des Heat Mass Flow [kg/s],LOWER 1ST STOREY VAV:DesPer 2:Des Heat Cap [W],LOWER 1ST STOREY VAV:DesPer 2:Des Cool Mass Flow [kg/s],LOWER 1ST STOREY VAV:DesPer 2:Des Sens Cool Cap [W],LOWER 1ST STOREY VAV:DesPer 2:Des Tot Cool Cap [W],1ST STOREY VAV:DesPer 1:Des Heat Mass Flow [kg/s],1ST STOREY VAV:DesPer 1:Des Heat Cap [W],1ST STOREY VAV:DesPer 1:Des Cool Mass Flow [kg/s],1ST STOREY VAV:DesPer 1:Des Sens Cool Cap [W],1ST STOREY VAV:DesPer 1:Des Tot Cool Cap [W],1ST STOREY VAV:DesPer 2:Des Heat Mass Flow [kg/s],1ST STOREY VAV:DesPer 2:Des Heat Cap [W],1ST STOREY VAV:DesPer 2:Des Cool Mass Flow [kg/s],1ST STOREY VAV:DesPer 2:Des Sens Cool Cap [W],1ST STOREY VAV:DesPer 2:Des Tot Cool Cap [W]
04:10:00,4.106461E+00,4.010385E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.095408E+04,3.816966E+04,2.064222E+01,8.887976E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.371604E+04,1.174841E+05,7.120609E+00,3.162815E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.181402E+04,4.116616E+04,1.069468E+01,1.245813E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.234190E+04,1.126959E+05,5.325575E+00,2.768599E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.599196E+03,3.344856E+04,8.810830E+00,9.892754E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.594233E+04,9.039648E+04
04:20:00,4.106700E+00,4.010282E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.090449E+04,3.799446E+04,2.064282E+01,8.887716E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.356340E+04,1.169448E+05,7.120773E+00,3.162744E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.176054E+04,4.097720E+04,1.069543E+01,1.245780E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.219548E+04,1.121786E+05,5.325763E+00,2.768517E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.555739E+03,3.329503E+04,8.811394E+00,9.892510E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.582488E+04,8.998155E+04
04:30:00,4.106938E+00,4.010179E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.085489E+04,3.781952E+04,2.064342E+01,8.887458E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.341076E+04,1.164064E+05,7.120937E+00,3.162673E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.170705E+04,4.078853E+04,1.069618E+01,1.245748E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.204906E+04,1.116621E+05,5.325951E+00,2.768436E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.512281E+03,3.314173E+04,8.811956E+00,9.892268E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.570744E+04,8.956725E+04
04:40:00,4.107175E+00,4.010077E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.080530E+04,3.764484E+04,2.064402E+01,8.887201E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.325812E+04,1.158687E+05,7.121100E+00,3.162603E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.165357E+04,4.060013E+04,1.069694E+01,1.245716E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.190264E+04,1.111463E+05,5.326138E+00,2.768356E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.468824E+03,3.298865E+04,8.812516E+00,9.892026E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.558999E+04,8.915355E+04
04:50:00,4.107411E+00,4.009975E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.075571E+04,3.747041E+04,2.064461E+01,8.886945E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.310548E+04,1.153318E+05,7.121262E+00,3.162533E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.160008E+04,4.041201E+04,1.069768E+01,1.245683E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.175623E+04,1.106314E+05,5.326324E+00,2.768276E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.425367E+03,3.283580E+04,8.813074E+00,9.891785E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.547255E+04,8.874047E+04
05:00:00,4.107646E+00,4.009874E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.070612E+04,3.729625E+04,2.064520E+01,8.886690E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.295284E+04,1.147958E+05,7.121424E+00,3.162463E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.154660E+04,4.022418E+04,1.069843E+01,1.245651E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.160981E+04,1.101171E+05,5.326509E+00,2.768196E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.381909E+03,3.268318E+04,8.813630E+00,9.891545E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.535510E+04,8.832799E+04
05:10:00,4.107880E+00,4.009772E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.075571E+04,3.747041E+04,2.064579E+01,8.886437E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.310548E+04,1.153318E+05,7.121584E+00,3.162394E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.160008E+04,4.041201E+04,1.069917E+01,1.245619E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.175623E+04,1.106314E+05,5.326693E+00,2.768116E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.425367E+03,3.283580E+04,8.814184E+00,9.891306E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.547255E+04,8.874047E+04
05:20:00,4.108114E+00,4.009672E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.080530E+04,3.764484E+04,2.064637E+01,8.886185E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.325812E+04,1.158687E+05,7.121744E+00,3.162325E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.165357E+04,4.060013E+04,1.069991E+01,1.245587E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.190264E+04,1.111463E+05,5.326876E+00,2.768037E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.468824E+03,3.298865E+04,8.814735E+00,9.891068E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.558999E+04,8.915355E+04
05:30:00,4.108346E+00,4.009571E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.085489E+04,3.781952E+04,2.064695E+01,8.885934E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.341076E+04,1.164064E+05,7.121902E+00,3.162256E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.170705E+04,4.078853E+04,1.070065E+01,1.245555E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.204906E+04,1.116621E+05,5.327059E+00,2.767958E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.512281E+03,3.314173E+04,8.815285E+00,9.890830E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.570744E+04,8.956725E+04
05:40:00,4.108578E+00,4.009471E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.090449E+04,3.799446E+04,2.064753E+01,8.885684E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.356340E+04,1.169448E+05,7.122060E+00,3.162188E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.176054E+04,4.097720E+04,1.070138E+01,1.245524E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.219548E+04,1.121786E+05,5.327241E+00,2.767879E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.555739E+03,3.329503E+04,8.815832E+00,9.890594E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.582488E+04,8.998155E+04
05:50:00,4.108808E+00,4.009372E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.095408E+04,3.816966E+04,2.064810E+01,8.885435E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.371604E+04,1.174841E+05,7.122217E+00,3.162120E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.181402E+04,4.116616E+04,1.070211E+01,1.245492E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.234190E+04,1.126959E+05,5.327422E+00,2.767801E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.599196E+03,3.344856E+04,8.816378E+00,9.890359E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.594233E+04,9.039648E+04
06:00:00,4.109038E+00,4.009272E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.100367E+04,3.834512E+04,2.064868E+01,8.885188E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.386868E+04,1.180241E+05,7.122373E+00,3.162053E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.186751E+04,4.135539E+04,1.070284E+01,1.245461E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.248832E+04,1.132139E+05,5.327602E+00,2.767723E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.642653E+03,3.360232E+04,8.816921E+00,9.890124E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.605978E+04,9.081202E+04
06:10:00,4.109267E+00,4.009174E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.117724E+04,3.896127E+04,2.064925E+01,8.884942E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.440291E+04,1.199206E+05,7.122529E+00,3.161986E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.205470E+04,4.201991E+04,1.070356E+01,1.245429E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.300078E+04,1.150331E+05,5.327782E+00,2.767646E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.794754E+03,3.414226E+04,8.817462E+00,9.889890E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.647084E+04,9.227124E+04
06:20:00,4.109495E+00,4.009075E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.135081E+04,3.958063E+04,2.064981E+01,8.884697E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.493715E+04,1.218270E+05,7.122683E+00,3.161919E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.224190E+04,4.268789E+04,1.070429E+01,1.245398E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.351324E+04,1.168618E+05,5.327961E+00,2.767568E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.212539E+00,9.946855E+03,3.468501E+04,8.818001E+00,9.889657E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.688190E+04,9.373805E+04
06:30:00,4.109722E+00,4.008977E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.152437E+04,4.020321E+04,2.065038E+01,8.884454E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.547138E+04,1.237432E+05,7.122837E+00,3.161853E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492308E+00,1.242909E+04,4.335935E+04,1.070501E+01,1.245367E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.402570E+04,1.186999E+05,5.328139E+00,2.767492E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.216004E+00,1.014030E+04,3.532912E+04,8.818538E+00,9.889425E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.729296E+04,9.521250E+04
06:40:00,4.109948E+00,4.008880E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.169794E+04,4.082904E+04,2.065094E+01,8.884211E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.600562E+04,1.256695E+05,7.122990E+00,3.161787E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.492534E+00,1.261902E+04,4.403950E+04,1.070572E+01,1.245336E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.453816E+04,1.205477E+05,5.328316E+00,2.767415E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.223597E+00,1.038039E+04,3.608695E+04,8.819074E+00,9.889194E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.276949E+00,2.770402E+04,9.669464E+04
06:50:00,4.110173E+00,4.008782E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.187151E+04,4.145814E+04,2.065150E+01,8.883970E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.258898E+00,3.653985E+04,1.276058E+05,7.123142E+00,3.161721E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.502317E+00,1.292055E+04,4.493408E+04,1.070644E+01,1.245305E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.505063E+04,1.224051E+05,5.328492E+00,2.767339E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.231079E+00,1.061562E+04,3.682765E+04,8.819607E+00,9.888964E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.278260E+00,2.813011E+04,9.821983E+04
07:00:00,4.110397E+00,4.008685E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.204508E+04,4.209052E+04,2.065205E+01,8.883730E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.274178E+00,3.724609E+04,1.298772E+05,7.123293E+00,3.161656E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.521078E+00,1.331441E+04,4.600499E+04,1.070715E+01,1.245274E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.556309E+04,1.242722E+05,5.328668E+00,2.767263E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.238453E+00,1.084613E+04,3.755516E+04,8.820138E+00,9.888735E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.294594E+00,2.872394E+04,1.001402E+05
07:10:00,4.110621E+00,4.008589E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.246661E+04,4.364014E+04,2.065261E+01,8.883491E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.271668E+00,3.851498E+04,1.345886E+05,7.123444E+00,3.161591E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.520895E+00,1.376639E+04,4.766253E+04,1.070786E+01,1.245244E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.680764E+04,1.288475E+05,5.328843E+00,2.767187E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.236395E+00,1.119256E+04,3.884807E+04,8.820667E+00,9.888506E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.288384E+00,2.965280E+04,1.036428E+05
07:20:00,4.110843E+00,4.008493E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.288813E+04,4.520961E+04,2.065316E+01,8.883253E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.277550E+00,3.987880E+04,1.395382E+05,7.123593E+00,3.161526E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.527540E+00,1.429630E+04,4.948695E+04,1.070857E+01,1.245213E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.805219E+04,1.334813E+05,5.329017E+00,2.767112E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.235692E+00,1.155449E+04,4.019785E+04,8.821194E+00,9.888279E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.287444E+00,3.064080E+04,1.073316E+05
07:30:00,4.111065E+00,4.008397E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.330965E+04,4.679924E+04,2.065371E+01,8.883016E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.279874E+00,4.120237E+04,1.444765E+05,7.123742E+00,3.161462E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.531218E+00,1.479229E+04,5.127284E+04,1.070927E+01,1.245183E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,3.929674E+04,1.381747E+05,5.329191E+00,2.767037E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.233803E+00,1.190262E+04,4.153885E+04,8.821719E+00,9.888052E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.283095E+00,3.159015E+04,1.109856E+05
07:40:00,4.111286E+00,4.008302E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.373118E+04,4.840936E+04,2.065425E+01,8.882781E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.287597E+00,4.258670E+04,1.495897E+05,7.123890E+00,3.161398E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.538626E+00,1.533027E+04,5.315914E+04,1.070997E+01,1.245153E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,4.054129E+04,1.429286E+05,5.329363E+00,2.766963E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.233096E+00,1.226407E+04,4.292966E+04,8.822242E+00,9.887826E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.282227E+00,3.257867E+04,1.147761E+05
07:50:00,4.111506E+00,4.008207E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.415270E+04,5.004030E+04,2.065479E+01,8.882547E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.294609E+00,4.396303E+04,1.547532E+05,7.124037E+00,3.161334E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.545962E+00,1.586743E+04,5.506802E+04,1.071067E+01,1.245122E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.085321E+00,4.178584E+04,1.477439E+05,5.329535E+00,2.766889E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.232436E+00,1.262604E+04,4.434152E+04,8.822763E+00,9.887601E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.281818E+00,3.357236E+04,1.186279E+05
08:00:00,4.111725E+00,4.008112E+04,1.383683E+00,0.000000E+00,0.000000E+00,1.383683E+00,0.000000E+00,1.383683E+00,1.457423E+04,5.169240E+04,2.065533E+01,8.882314E+04,4.258898E+00,0.000000E+00,0.000000E+00,4.258898E+00,0.000000E+00,4.300927E+00,4.533156E+04,1.599690E+05,7.124184E+00,3.161271E+04,1.492308E+00,0.000000E+00,0.000000E+00,1.492308E+00,0.000000E+00,1.551661E+00,1.638618E+04,5.696798E+04,1.071137E+01,1.245092E+05,4.085321E+00,0.000000E+00,0.000000E+00,4.085321E+00,0.000000E+00,4.086115E+00,4.303932E+04,1.526402E+05,5.329706E+00,2.766815E+04,1.212539E+00,0.000000E+00,0.000000E+00,1.212539E+00,0.000000E+00,1.231822E+00,1.298853E+04,4.577423E+04,8.823282E+00,9.887377E+04,3.276949E+00,0.000000E+00,0.000000E+00,3.276949E+00,0.000000E+00,3.281612E+00,3.456834E+04,1.225351E+05
